date,venue,race,race_id,start_time,model,model_label,model_desc,run_id,horse,jockey,trainer,tab_number,barrier,tr_rank,mid_rank,late_rank,weight_trend,wins_at_dist,fixed_win_price,starting_price_sp,price_top,finish_position,won,placed,resulted,early_rank,total_rank
2026-05-09,Caulfield,7.0,1359048,2026-05-09T05:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14126577,Brave One,Jye McNeil,"M, W & J Hawkes",5.0,1.0,1,9.0,2.0,-0.5,3.0,3.7,,,,,,0.0,5.0,5.0
2026-05-09,Caulfield,8.0,1359049,2026-05-09T06:15:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14126591,Land Legend,M Zahra,C Maher,1.0,4.0,1,2.0,8.0,4.4,0.0,3.8,,,,,,0.0,12.0,11.0
2026-05-09,Caulfield,8.0,1359049,2026-05-09T06:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14126591,Land Legend,M Zahra,C Maher,1.0,4.0,1,2.0,8.0,4.4,0.0,3.8,,,,,,0.0,12.0,11.0
2026-05-09,Caulfield,5.0,1359050,2026-05-09T04:25:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14126633,Oceana Dream,L J Meech,P G Moody & Katherine Coleman,7.0,9.0,1,6.0,8.0,1.5,2.0,3.2,,,,,,0.0,1.0,4.0
2026-05-09,Gosford,1.0,1359163,2026-05-09T01:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14128045,Priory Park,Dylan Gibbons,Annabel & Rob Archibald,2.0,1.0,1,5.0,2.0,,0.0,2.25,,,,,,0.0,2.0,1.0
2026-05-09,Gosford,2.0,1359164,2026-05-09T01:50:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14128071,Spice Baby,A Adkins,Joseph Ible,12.0,5.0,1,2.0,2.0,-1.9,1.0,4.0,,,,,,0.0,8.0,4.0
2026-05-09,Gosford,4.0,1359165,2026-05-09T03:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14128087,Compensation,Rachel King,Bjorn Baker,6.0,1.0,1,7.0,5.0,-6.5,2.0,2.1,,,,,,0.0,1.0,6.0
2026-05-08,Canberra,5.0,1359166,2026-05-08T04:58:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14128107,Hammoon Heroine,Pierre Boudvillain,Matthew Smith,7.0,1.0,1,3.0,3.0,1.2,1.0,1.95,,,,,,0.0,1.0,1.0
2026-05-09,Port Hedland,2.0,1359212,2026-05-09T06:23:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14129190,Border Control,Jefferson Tsang,Timothy Pike,1.0,6.0,1,2.0,7.0,3.2,6.0,3.3,,,,,,0.0,3.0,5.0
2026-05-09,Port Hedland,2.0,1359212,2026-05-09T06:23:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129190,Border Control,Jefferson Tsang,Timothy Pike,1.0,6.0,1,2.0,7.0,3.2,6.0,3.3,,,,,,0.0,3.0,5.0
2026-05-09,Port Hedland,4.0,1359213,2026-05-09T07:45:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129205,Tousled Crown,Jason Li,Brett Pope,1.0,6.0,1,4.0,1.0,-3.2,0.0,3.9,,,,,,0.0,6.0,1.0
2026-05-09,Port Hedland,6.0,1359214,2026-05-09T08:51:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129208,Star Power,K Yuill,T N Pike,3.0,4.0,1,8.0,7.0,3.0,3.0,3.1,,,,,,0.0,2.0,5.0
2026-05-09,Port Hedland,1.0,1359215,2026-05-09T05:47:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14129226,My Tea,Elisha Whittington,Brett Pope,1.0,12.0,2,1.0,1.0,0.0,0.0,5.0,,,,,,0.0,9.0,1.0
2026-05-09,Port Hedland,1.0,1359215,2026-05-09T05:47:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129227,Take The Field,J Gray,Brett Pope,2.0,2.0,1,3.0,8.0,0.5,0.0,2.7,,,,,,0.0,3.0,3.0
2026-05-09,Port Hedland,5.0,1359216,2026-05-09T08:15:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14129242,Quick Cookie,Madi Derrick,Ryan Hill,7.0,8.0,1,2.0,3.0,1.2,0.0,3.2,,,,,,0.0,4.0,3.0
2026-05-09,Port Hedland,5.0,1359216,2026-05-09T08:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129242,Quick Cookie,Madi Derrick,Ryan Hill,7.0,8.0,1,2.0,3.0,1.2,0.0,3.2,,,,,,0.0,4.0,3.0
2026-05-09,Port Hedland,3.0,1359217,2026-05-09T07:09:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14129254,Dynamic One,Rosie Mahony,Timothy Pike,1.0,3.0,1,2.0,3.0,6.9,1.0,2.0,,,,,,0.0,6.0,3.0
2026-05-09,Port Hedland,3.0,1359217,2026-05-09T07:09:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129254,Dynamic One,Rosie Mahony,Timothy Pike,1.0,3.0,1,2.0,3.0,6.9,1.0,2.0,,,,,,0.0,6.0,3.0
2026-05-09,Ascot,5.0,1359218,2026-05-09T06:04:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14129267,Simply Thinkin',C Johnston-Porter,A G Durrant,2.0,3.0,3,2.0,1.0,0.2,0.0,7.0,,,,,,0.0,10.0,1.0
2026-05-09,Ascot,5.0,1359218,2026-05-09T06:04:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14129272,Westbound,B Parnham,Michael Grantham,6.0,9.0,1,1.0,7.0,0.6,0.0,1.7,,,,,,0.0,5.0,2.0
2026-05-09,Ascot,5.0,1359218,2026-05-09T06:04:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129272,Westbound,B Parnham,Michael Grantham,6.0,9.0,1,1.0,7.0,0.6,0.0,1.7,,,,,,0.0,5.0,2.0
2026-05-09,Ascot,8.0,1359219,2026-05-09T08:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129291,Malletier,Holly Nottle,Luke Fernie,9.0,1.0,1,14.0,1.0,0.9,0.0,2.3,,,,,,0.0,11.0,2.0
2026-05-09,Ascot,1.0,1359220,2026-05-09T03:39:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129297,Precious God,Holly Nottle,P Wagg,2.0,5.0,1,5.0,1.0,-1.5,1.0,1.6,,,,,,0.0,6.0,1.0
2026-05-09,Ascot,3.0,1359221,2026-05-09T04:49:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14129308,Shmoov Moova,C Johnston-Porter,Simon Miller,6.0,3.0,2,1.0,5.0,1.9,2.0,2.6,,,,,,0.0,4.0,3.0
2026-05-09,Ascot,3.0,1359221,2026-05-09T04:49:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129307,Desert Whisper,Natika Riordan,Luke Fernie,3.0,2.0,1,6.0,6.0,-3.1,3.0,3.7,,,,,,0.0,1.0,6.0
2026-05-09,Ascot,6.0,1359222,2026-05-09T06:45:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129320,Yes Queen,Holly Nottle,Summer Dickson,4.0,9.0,1,11.0,1.0,-0.4,1.0,2.7,,,,,,0.0,11.0,2.0
2026-05-09,Ascot,2.0,1359223,2026-05-09T04:14:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14129337,Fancy Red,C Johnston-Porter,A G Durrant,2.0,3.0,2,1.0,5.0,0.5,0.0,4.0,,,,,,0.0,1.0,4.0
2026-05-09,Ascot,2.0,1359223,2026-05-09T04:14:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129338,Rock 'n' The Jam,S Parnham,Russell Stewart,5.0,2.0,1,4.0,1.0,0.9,0.0,1.6,,,,,,0.0,4.0,1.0
2026-05-09,Ascot,9.0,1359224,2026-05-09T08:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129356,Snow God,P Harvey,D R Harrison,3.0,7.0,1,13.0,7.0,4.6,0.0,4.0,,,,,,0.0,9.0,13.0
2026-05-09,Ascot,4.0,1359225,2026-05-09T05:26:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129366,He's A Machino,Natika Riordan,S & J Casey,1.0,1.0,1,5.0,7.0,0.0,1.0,3.1,,,,,,0.0,2.0,6.0
2026-05-09,Ascot,7.0,1359226,2026-05-09T07:20:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14129405,Hot And High,B Parnham,D M Luciani,7.0,6.0,1,1.0,8.0,-2.8,1.0,1.9,,,,,,0.0,2.0,2.0
2026-05-09,Morphettville,2.0,1359302,2026-05-09T02:52:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131607,Bred 'em All,Harry Grace,R & C Jolly,3.0,1.0,1,11.0,1.0,,1.0,2.3,,,,,,0.0,7.0,2.0
2026-05-09,Morphettville,5.0,1359303,2026-05-09T04:37:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131624,Cushioned,Zac Lloyd,A & S Freedman,6.0,7.0,1,8.0,15.0,-0.4,0.0,5.0,,,,,,0.0,3.0,8.0
2026-05-09,Morphettville,6.0,1359304,2026-05-09T05:12:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131636,Arran Bay,Zac Lloyd,P Stokes,2.0,7.0,1,11.0,4.0,3.1,2.0,2.3,,,,,,0.0,5.0,6.0
2026-05-09,Morphettville,3.0,1359305,2026-05-09T03:27:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131649,Portarlington,C Schofield,P Stokes,3.0,2.0,1,3.0,3.0,-1.0,0.0,3.7,,,,,,0.0,9.0,1.0
2026-05-09,Morphettville,9.0,1359306,2026-05-09T07:05:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131663,I Am Velvet,C Schofield,P Stokes,5.0,13.0,1,4.0,15.0,-1.2,2.0,5.5,,,,,,0.0,9.0,14.0
2026-05-09,Morphettville,7.0,1359307,2026-05-09T05:52:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14131679,Bossy Nic,D W Stackhouse,T & C McEvoy,3.0,5.0,2,2.0,6.0,1.4,2.0,5.0,,,,,,0.0,5.0,2.0
2026-05-09,Morphettville,7.0,1359307,2026-05-09T05:52:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131689,Naifah,Zac Lloyd,M Price & M Kent Jnr,13.0,2.0,1,9.0,1.0,0.5,0.0,4.4,,,,,,0.0,6.0,11.0
2026-05-09,Morphettville,4.0,1359308,2026-05-09T04:02:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14131693,Polymnia,Zac Lloyd,Tom Charlton,4.0,8.0,1,1.0,7.0,0.2,0.0,2.9,,,,,,0.0,9.0,2.0
2026-05-09,Morphettville,4.0,1359308,2026-05-09T04:02:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131693,Polymnia,Zac Lloyd,Tom Charlton,4.0,8.0,1,1.0,7.0,0.2,0.0,2.9,,,,,,0.0,9.0,2.0
2026-05-09,Morphettville,1.0,1359309,2026-05-09T02:17:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131707,Vaniteux,Brooke King,Dion & Raygan Koch,5.0,11.0,1,2.0,4.0,-0.1,0.0,4.8,,,,,,0.0,6.0,2.0
2026-05-09,Fannie Bay,2.0,1359313,2026-05-09T05:21:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131738,Rising Water,Aaron Sweeney,Paul Shiers,7.0,3.0,1,6.0,1.0,0.5,0.0,3.4,,,,,,0.0,6.0,2.0
2026-05-09,Fannie Bay,1.0,1359314,2026-05-09T04:47:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14131739,Ankle Rolex,Billy Cray,Patrick Johnston,1.0,7.0,2,2.0,1.0,1.4,5.0,2.9,,,,,,0.0,6.0,1.0
2026-05-09,Fannie Bay,1.0,1359314,2026-05-09T04:47:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14131739,Ankle Rolex,Billy Cray,Patrick Johnston,1.0,7.0,2,2.0,1.0,1.4,5.0,2.9,,,,,,0.0,6.0,1.0
2026-05-09,Fannie Bay,1.0,1359314,2026-05-09T04:47:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131744,I'm A Dreamer,Deborah Barton,T Halter,6.0,5.0,1,3.0,2.0,2.2,0.0,2.3,,,,,,0.0,2.0,2.0
2026-05-08,Coffs Harbour,5.0,1359315,2026-05-08T03:25:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14131753,Beearetee,Noriyuki Masuda,Shane Everson,7.0,5.0,1,2.0,5.0,0.5,0.0,2.9,,,,,,0.0,2.0,5.0
2026-05-08,Coffs Harbour,5.0,1359315,2026-05-08T03:25:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131753,Beearetee,Noriyuki Masuda,Shane Everson,7.0,5.0,1,2.0,5.0,0.5,0.0,2.9,,,,,,0.0,2.0,5.0
2026-05-08,Coffs Harbour,3.0,1359316,2026-05-08T02:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131772,Giddy Gan's Joy,J L Taylor,S Foster,12.0,12.0,1,7.0,8.0,-1.6,1.0,5.0,,,,,,0.0,1.0,6.0
2026-05-08,Townsville,1.0,1359317,2026-05-08T02:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131781,Astilla,Aidan Holt,Tom Smith,6.0,2.0,1,3.0,2.0,,0.0,2.0,,,,,,0.0,3.0,4.0
2026-05-08,Townsville,2.0,1359318,2026-05-08T02:30:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14131788,Block The Lead,Ashley Butler,Clinton Taylor,3.0,7.0,1,,,,0.0,2.1,,,,,,0.0,,
2026-05-09,Ipswich,4.0,1359404,2026-05-09T03:24:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14134657,Flaxlands,Jaden Lloyd,C J Waller,8.0,11.0,1,5.0,2.0,2.6,1.0,2.8,,,,,,0.0,10.0,1.0
2026-05-07,Warrnambool,6.0,1358672,2026-05-07T03:50:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120512,Salsa Fellow,John Allen,Henry Dwyer,1.0,13.0,1,3.0,8.0,0.0,2.0,3.5,3.5,4.6,1.0,1.0,1.0,1.0,7.0,4.0
2026-05-07,Warrnambool,10.0,1358673,2026-05-07T06:30:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120659,Big Rooster,J Mott,Symon Wilde,11.0,12.0,1,1.0,3.0,0.0,1.0,3.8,3.8,4.0,5.0,0.0,0.0,1.0,13.0,1.0
2026-05-07,Warrnambool,7.0,1358674,2026-05-07T04:30:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14120681,Duke Of Bedford,W Gordon,Andrew Bobbin,2.0,7.0,1,1.0,1.0,-1.8,1.0,2.0,2.15,2.5,6.0,0.0,0.0,1.0,6.0,1.0
2026-05-07,Warrnambool,7.0,1358674,2026-05-07T04:30:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120681,Duke Of Bedford,W Gordon,Andrew Bobbin,2.0,7.0,1,1.0,1.0,-1.8,1.0,2.0,2.15,2.5,6.0,0.0,0.0,1.0,6.0,1.0
2026-05-07,Warrnambool,9.0,1358675,2026-05-07T05:55:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120719,Alder,H Coffey,T Busuttin & N Young,6.0,15.0,1,8.0,4.0,-2.5,1.0,4.0,4.0,4.0,2.0,0.0,1.0,1.0,7.0,5.0
2026-05-07,Warrnambool,1.0,1358676,2026-05-07T01:15:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14120745,Ongatiti,T Ryan,C Maher,7.0,8.0,2,1.0,1.0,10.1,1.0,3.7,3.9,3.9,3.0,0.0,1.0,1.0,5.0,1.0
2026-05-07,Warrnambool,1.0,1358676,2026-05-07T01:15:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14120745,Ongatiti,T Ryan,C Maher,7.0,8.0,2,1.0,1.0,10.1,1.0,3.7,3.9,3.9,3.0,0.0,1.0,1.0,5.0,1.0
2026-05-07,Warrnambool,1.0,1358676,2026-05-07T01:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120735,Golden Crusader,S Pateman,M Price & M Kent Jnr,1.0,4.0,1,4.0,6.0,9.6,2.0,2.5,2.5,2.5,4.0,0.0,0.0,1.0,2.0,3.0
2026-05-07,Warrnambool,2.0,1358677,2026-05-07T01:45:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14120764,Melbourne Magic,H Coffey,Symon Wilde,4.0,10.0,1,1.0,3.0,0.8,0.0,2.4,2.35,2.4,5.0,0.0,0.0,1.0,5.0,1.0
2026-05-07,Warrnambool,2.0,1358677,2026-05-07T01:45:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120764,Melbourne Magic,H Coffey,Symon Wilde,4.0,10.0,1,1.0,3.0,0.8,0.0,2.4,2.35,2.4,5.0,0.0,0.0,1.0,5.0,1.0
2026-05-07,Warrnambool,3.0,1358678,2026-05-07T02:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120805,Cinturato,J Mott,M W Walker,4.0,13.0,1,7.0,9.0,1.5,1.0,4.6,4.4,4.6,1.0,1.0,1.0,1.0,3.0,8.0
2026-05-07,Warrnambool,5.0,1358679,2026-05-07T03:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120868,Eleanor Dumont,W Egan,Patrick Payne,8.0,14.0,1,7.0,3.0,-1.0,1.0,3.2,3.1,3.3,4.0,0.0,0.0,1.0,3.0,3.0
2026-05-07,Warrnambool,8.0,1358680,2026-05-07T05:15:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14120928,Raikoke,D Yendall,M Price & M Kent Jnr,5.0,2.0,2,2.0,6.0,0.9,1.0,4.0,3.8,6.0,4.0,0.0,0.0,1.0,1.0,5.0
2026-05-07,Warrnambool,8.0,1358680,2026-05-07T05:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120937,Placo,Jackson Murphy,Luke O'Connor,8.0,13.0,1,1.0,3.0,-3.9,3.0,2.9,3.0,3.1,3.0,0.0,1.0,1.0,3.0,3.0
2026-05-07,Warrnambool,4.0,1358681,2026-05-07T02:45:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14120999,Beautifully,Jackson Radley,T Busuttin & N Young,6.0,8.0,1,7.0,15.0,-0.2,2.0,6.0,6.0,6.5,5.0,0.0,0.0,1.0,3.0,13.0
2026-05-09,Morphettville,8.0,1358753,2026-05-09T06:30:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14121916,Flying For Fun,Zac Lloyd,Bryce Heys,13.0,10.0,1,7.0,7.0,1.1,2.0,4.8,,,,,,0.0,8.0,7.0
2026-05-07,Goulburn,5.0,1358768,2026-05-07T04:55:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122076,Ho Aloha,A Adkins,David Pfieffer,5.0,9.0,1,5.0,2.0,2.5,0.0,3.6,3.3,4.4,3.0,0.0,1.0,1.0,4.0,2.0
2026-05-07,Goulburn,2.0,1358769,2026-05-07T02:55:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122106,Miss Farnan,L P Beuzelin,G Waterhouse & A Bott,6.0,7.0,1,3.0,3.0,,1.0,1.75,1.7,1.75,3.0,0.0,1.0,1.0,1.0,1.0
2026-05-07,Goulburn,1.0,1358770,2026-05-07T02:20:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14122118,Call Me Son,S Guymer,David Pfieffer,7.0,4.0,1,2.0,1.0,0.2,1.0,5.5,5.5,6.5,5.0,0.0,0.0,1.0,8.0,7.0
2026-05-07,Goulburn,1.0,1358770,2026-05-07T02:20:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122118,Call Me Son,S Guymer,David Pfieffer,7.0,4.0,1,2.0,1.0,0.2,1.0,5.5,5.5,6.5,5.0,0.0,0.0,1.0,8.0,7.0
2026-05-07,Goulburn,7.0,1358771,2026-05-07T06:20:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122130,Kirwans Bridge,A B Collett,Haylee Day,4.0,11.0,1,1.0,5.0,-2.1,1.0,4.2,4.4,5.5,2.0,0.0,1.0,1.0,8.0,3.0
2026-05-07,Goulburn,6.0,1358772,2026-05-07T05:40:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14122141,Dundeel Flyer,A Adkins,Peter Snowden,7.0,5.0,1,2.0,3.0,0.2,0.0,1.8,1.85,2.45,1.0,1.0,1.0,1.0,8.0,1.0
2026-05-07,Goulburn,6.0,1358772,2026-05-07T05:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122141,Dundeel Flyer,A Adkins,Peter Snowden,7.0,5.0,1,2.0,3.0,0.2,0.0,1.8,1.85,2.45,1.0,1.0,1.0,1.0,8.0,1.0
2026-05-07,Goulburn,4.0,1358773,2026-05-07T04:15:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14122167,Viipuri,A Adkins,Peter Snowden,1.0,2.0,2,2.0,2.0,1.5,0.0,3.5,3.5,8.5,1.0,1.0,1.0,1.0,4.0,2.0
2026-05-07,Goulburn,4.0,1358773,2026-05-07T04:15:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14122164,Ellismayne,K S Latham,John Thompson,2.0,3.0,3,1.0,1.0,0.6,1.0,3.6,3.6,3.6,3.0,0.0,1.0,1.0,7.0,1.0
2026-05-07,Goulburn,4.0,1358773,2026-05-07T04:15:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14122167,Viipuri,A Adkins,Peter Snowden,1.0,2.0,2,2.0,2.0,1.5,0.0,3.5,3.5,8.5,1.0,1.0,1.0,1.0,4.0,2.0
2026-05-07,Goulburn,4.0,1358773,2026-05-07T04:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122159,Shezain,Nick Heywood,K Dryden & L Snowden,3.0,9.0,1,6.0,3.0,-2.8,1.0,3.4,3.4,3.4,4.0,0.0,0.0,1.0,5.0,6.0
2026-05-07,Goulburn,3.0,1358774,2026-05-07T03:35:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14122173,Graynita,K S Latham,Matthew Dale,7.0,2.0,2,1.0,6.0,0.2,0.0,2.5,2.6,2.9,3.0,0.0,1.0,1.0,5.0,5.0
2026-05-07,Goulburn,3.0,1358774,2026-05-07T03:35:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122175,Roonami,A B Collett,Matthew Kelley,10.0,7.0,1,3.0,3.0,0.4,0.0,2.4,2.35,2.5,1.0,1.0,1.0,1.0,4.0,1.0
2026-05-07,Warwick,3.0,1358775,2026-05-07T03:42:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122183,Switz,Taylor Marshall,Jack Bruce,1.0,10.0,1,6.0,2.0,-2.8,0.0,2.9,3.0,3.0,2.0,0.0,1.0,1.0,8.0,6.0
2026-05-07,Warwick,7.0,1358776,2026-05-07T06:27:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122230,Odin's Mount,Kyle Wilson-Taylor,Renita Beaton,3.0,12.0,1,1.0,12.0,-1.8,0.0,3.7,3.6,4.8,1.0,1.0,1.0,1.0,7.0,7.0
2026-05-07,Warwick,2.0,1358777,2026-05-07T03:02:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14122238,Cool Music,Michael Murphy,B J Dais,6.0,9.0,1,2.0,1.0,-2.6,2.0,2.9,2.9,3.5,1.0,1.0,1.0,1.0,9.0,1.0
2026-05-07,Warwick,2.0,1358777,2026-05-07T03:02:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122238,Cool Music,Michael Murphy,B J Dais,6.0,9.0,1,2.0,1.0,-2.6,2.0,2.9,2.9,3.5,1.0,1.0,1.0,1.0,9.0,1.0
2026-05-07,Warwick,5.0,1358778,2026-05-07T05:05:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122264,All Too Foxy,Benjamin Osmond,P Campbell,8.0,9.0,1,11.0,2.0,-1.2,1.0,6.0,6.0,6.5,1.0,1.0,1.0,1.0,6.0,4.0
2026-05-07,Warwick,1.0,1358779,2026-05-07T02:27:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122270,Prince Pier,Jag Guthmann-Chester,Matthew Hoysted,7.0,2.0,1,7.0,6.0,,0.0,3.3,3.3,3.7,6.0,0.0,0.0,1.0,1.0,7.0
2026-05-07,Warwick,6.0,1358780,2026-05-07T05:47:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14122295,Royal Bombadier,B Lerena,Corey & Kylie Geran,4.0,7.0,1,2.0,9.0,4.5,1.0,2.5,2.5,2.8,1.0,1.0,1.0,1.0,7.0,5.0
2026-05-07,Warwick,6.0,1358780,2026-05-07T05:47:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122295,Royal Bombadier,B Lerena,Corey & Kylie Geran,4.0,7.0,1,2.0,9.0,4.5,1.0,2.5,2.5,2.8,1.0,1.0,1.0,1.0,7.0,5.0
